1521038812.84, 351, 1, 2
1521038812.85, 351, 1, 2
1521038812.87, 351, 1, 2
1521038812.88, 352, 1, 2
1521038812.89, 351, 1, 2
1521038812.91, 352, 1, 2
1521038812.92, 352, 1, 2
1521038812.93, 351, 1, 2
1521038812.94, 352, 1, 2
1521038812.96, 351, 1, 2
1521038812.97, 351, 1, 2
1521038812.98, 352, 1, 2
1521038812.99, 352, 1, 2
1521038813.01, 351, 1, 2
1521038813.02, 351, 1, 2
1521038813.03, 351, 1, 2
1521038813.04, 351, 1, 2
1521038813.05, 351, 1, 2
1521038813.07, 351, 1, 2
1521038813.08, 351, 1, 2
1521038813.09, 352, 1, 2
1521038813.1, 352, 1, 2
1521038813.12, 352, 1, 2
1521038813.13, 352, 1, 2
1521038813.14, 352, 1, 2
1521038813.16, 351, 1, 2
1521038813.17, 352, 1, 2
1521038813.18, 351, 1, 2
1521038813.19, 351, 1, 2
1521038813.21, 351, 1, 2
1521038813.22, 352, 1, 2
1521038813.23, 352, 1, 2
1521038813.24, 351, 1, 2
1521038813.26, 351, 1, 2
1521038813.27, 351, 1, 2
1521038813.28, 351, 1, 2
1521038813.29, 352, 1, 2
1521038813.3, 351, 1, 2
1521038813.32, 351, 1, 2
1521038813.33, 351, 1, 2
1521038813.34, 351, 1, 2
1521038813.36, 352, 1, 2
1521038813.37, 352, 1, 2
1521038813.38, 351, 1, 2
1521038813.39, 352, 1, 2
1521038813.41, 351, 1, 2
1521038813.42, 351, 1, 2
1521038813.43, 351, 1, 2
1521038813.44, 352, 1, 2
1521038813.45, 352, 1, 2
1521038813.47, 351, 1, 2
1521038813.48, 351, 1, 2
1521038813.49, 351, 1, 2
1521038813.51, 350, 1, 2
1521038813.52, 351, 1, 2
1521038813.53, 351, 1, 2
1521038813.54, 350, 1, 2
1521038813.55, 352, 1, 2
1521038813.57, 353, 1, 2
1521038813.58, 351, 1, 2
1521038813.59, 352, 1, 2
1521038813.61, 352, 1, 2
1521038813.62, 352, 1, 2
1521038813.63, 351, 1, 2
1521038813.64, 351, 1, 2
1521038813.66, 351, 1, 2
1521038813.67, 352, 1, 2
1521038813.68, 351, 1, 2
1521038813.69, 352, 1, 2
1521038813.71, 351, 1, 2
1521038813.72, 351, 1, 2
1521038813.73, 351, 1, 2
1521038813.74, 351, 1, 2
1521038813.76, 351, 1, 2
1521038813.77, 351, 1, 2
1521038813.78, 351, 1, 2
1521038813.79, 352, 1, 2
1521038813.8, 351, 1, 2
1521038813.82, 351, 1, 2
1521038813.83, 351, 1, 2
1521038813.84, 351, 1, 2
1521038813.86, 351, 1, 2
1521038813.87, 351, 1, 2
1521038813.88, 351, 1, 2
1521038813.89, 352, 1, 2
1521038813.91, 348, 2, 1
1521038813.92, 322, 2, 1
1521038813.93, 321, 2, 1
1521038813.94, 319, 2, 1
1521038813.95, 309, 2, 1
1521038813.97, 293, 2, 1
1521038813.98, 267, 2, 1
1521038813.99, 237, 2, 1
1521038814.0, 210, 2, 1
1521038814.02, 191, 2, 1
1521038814.03, 175, 2, 1
1521038814.04, 166, 2, 1
1521038814.05, 156, 2, 1
1521038814.07, 149, 2, 1
1521038814.08, 141, 2, 1
1521038814.1, 129, 2, 1
1521038814.11, 119, 2, 1
1521038814.12, 109, 2, 1
1521038814.13, 99, 2, 1
1521038814.14, 90, 2, 1
1521038814.15, 82, 2, 1
1521038814.16, 75, 2, 1
1521038814.18, 69, 2, 1
1521038814.18, 63, 2, 1
1521038814.2, 58, 2, 1
1521038814.21, 54, 2, 1
1521038814.22, 50, 2, 1
1521038814.23, 46, 2, 1
1521038814.24, 44, 2, 1
1521038814.25, 41, 2, 1
1521038814.27, 38, 2, 1
1521038814.28, 37, 2, 1
1521038814.29, 36, 2, 1
1521038814.3, 33, 2, 1
1521038814.31, 31, 2, 1
1521038814.32, 30, 2, 1
1521038814.34, 28, 2, 1
1521038814.35, 28, 2, 1
1521038814.36, 26, 2, 1
1521038814.37, 25, 2, 1
1521038814.38, 24, 2, 1
1521038814.39, 24, 2, 1
1521038814.41, 23, 2, 1
1521038814.41, 22, 2, 1
1521038814.43, 22, 2, 1
1521038814.44, 20, 2, 1
1521038814.45, 20, 2, 1
1521038814.46, 19, 2, 1
1521038814.47, 18, 2, 1
1521038814.48, 18, 2, 1
1521038814.5, 18, 2, 1
1521038814.51, 16, 2, 1
1521038814.52, 17, 2, 1
1521038814.53, 16, 2, 1
1521038814.54, 11, 2, 1
1521038814.55, 13, 2, 1
1521038814.57, 15, 2, 1
1521038814.57, 15, 2, 1
1521038814.59, 14, 2, 1
1521038814.6, 14, 2, 1
1521038814.61, 11, 2, 1
1521038814.62, 13, 2, 1
1521038814.63, 12, 2, 1
1521038814.64, 13, 2, 1
1521038814.66, 13, 2, 1
1521038814.67, 12, 2, 1
1521038814.68, 12, 2, 1
1521038814.69, 12, 2, 1
1521038814.7, 11, 2, 1
1521038814.71, 30, 1, 2
1521038814.72, 67, 1, 2
1521038814.74, 66, 1, 2
1521038814.75, 67, 1, 2
1521038814.76, 69, 1, 2
1521038814.77, 73, 1, 2
1521038814.78, 76, 1, 2
1521038814.8, 82, 1, 2
1521038814.8, 89, 1, 2
1521038814.82, 95, 1, 2
1521038814.83, 102, 1, 2
1521038814.84, 111, 1, 2
1521038814.85, 120, 1, 2
1521038814.87, 131, 1, 2
1521038814.88, 141, 1, 2
1521038814.89, 152, 1, 2
1521038814.9, 161, 1, 2
1521038814.92, 171, 1, 2
1521038814.93, 182, 1, 2
1521038814.94, 192, 1, 2
1521038814.95, 200, 1, 2
1521038814.97, 208, 1, 2
1521038814.98, 215, 1, 2
1521038814.99, 221, 1, 2
1521038815.0, 228, 1, 2
1521038815.02, 233, 1, 2
1521038815.03, 238, 1, 2
1521038815.04, 243, 1, 2
1521038815.05, 250, 1, 2
1521038815.07, 256, 1, 2
1521038815.08, 262, 1, 2
1521038815.09, 269, 1, 2
1521038815.1, 275, 1, 2
1521038815.12, 281, 1, 2
1521038815.13, 287, 1, 2
1521038815.14, 291, 1, 2
1521038815.15, 296, 1, 2
1521038815.17, 301, 1, 2
1521038815.18, 305, 1, 2
1521038815.19, 308, 1, 2
1521038815.2, 312, 1, 2
1521038815.22, 314, 1, 2
1521038815.23, 318, 1, 2
1521038815.24, 320, 1, 2
1521038815.25, 322, 1, 2
1521038815.27, 324, 1, 2
1521038815.28, 325, 1, 2
1521038815.29, 327, 1, 2
1521038815.3, 328, 1, 2
1521038815.32, 329, 1, 2
1521038815.33, 331, 1, 2
1521038815.34, 333, 1, 2
1521038815.35, 333, 1, 2
1521038815.36, 334, 1, 2
1521038815.38, 335, 1, 2
1521038815.39, 335, 1, 2
1521038815.41, 337, 1, 2
1521038815.42, 336, 1, 2
1521038815.43, 337, 1, 2
1521038815.44, 338, 1, 2
1521038815.45, 338, 1, 2
1521038815.47, 338, 1, 2
1521038815.48, 338, 1, 2
1521038815.49, 338, 1, 2
1521038815.5, 338, 1, 2
1521038815.52, 339, 1, 2
