1521038313.05, 346, 1, 2
1521038313.06, 346, 1, 2
1521038313.08, 346, 1, 2
1521038313.09, 346, 1, 2
1521038313.1, 346, 1, 2
1521038313.11, 345, 1, 2
1521038313.12, 346, 1, 2
1521038313.14, 347, 1, 2
1521038313.15, 346, 1, 2
1521038313.16, 347, 1, 2
1521038313.17, 346, 1, 2
1521038313.18, 346, 1, 2
1521038313.2, 347, 1, 2
1521038313.21, 345, 1, 2
1521038313.23, 347, 1, 2
1521038313.24, 346, 1, 2
1521038313.25, 346, 1, 2
1521038313.26, 345, 1, 2
1521038313.28, 347, 1, 2
1521038313.29, 347, 1, 2
1521038313.3, 346, 1, 2
1521038313.31, 346, 1, 2
1521038313.33, 347, 1, 2
1521038313.34, 346, 1, 2
1521038313.35, 346, 1, 2
1521038313.36, 345, 1, 2
1521038313.37, 347, 1, 2
1521038313.39, 346, 1, 2
1521038313.4, 346, 1, 2
1521038313.41, 346, 1, 2
1521038313.42, 347, 1, 2
1521038313.43, 345, 1, 2
1521038313.45, 347, 1, 2
1521038313.46, 346, 1, 2
1521038313.48, 347, 1, 2
1521038313.49, 346, 1, 2
1521038313.5, 345, 1, 2
1521038313.51, 345, 1, 2
1521038313.53, 347, 1, 2
1521038313.54, 347, 1, 2
1521038313.55, 348, 1, 2
1521038313.56, 346, 1, 2
1521038313.58, 347, 1, 2
1521038313.59, 346, 1, 2
1521038313.6, 346, 1, 2
1521038313.61, 346, 1, 2
1521038313.62, 346, 1, 2
1521038313.64, 347, 1, 2
1521038313.65, 347, 1, 2
1521038313.66, 347, 1, 2
1521038313.67, 347, 1, 2
1521038313.68, 344, 1, 2
1521038313.7, 347, 1, 2
1521038313.71, 347, 1, 2
1521038313.73, 346, 1, 2
1521038313.74, 346, 1, 2
1521038313.75, 345, 1, 2
1521038313.76, 346, 1, 2
1521038313.78, 347, 1, 2
1521038313.79, 346, 1, 2
1521038313.8, 347, 1, 2
1521038313.81, 346, 1, 2
1521038313.82, 347, 1, 2
1521038313.84, 346, 1, 2
1521038313.85, 344, 1, 2
1521038313.86, 347, 1, 2
1521038313.87, 346, 1, 2
1521038313.89, 348, 1, 2
1521038313.9, 346, 1, 2
1521038313.91, 346, 1, 2
1521038313.92, 347, 1, 2
1521038313.94, 346, 1, 2
1521038313.95, 346, 1, 2
1521038313.96, 347, 1, 2
1521038313.98, 346, 1, 2
1521038313.99, 345, 1, 2
1521038314.0, 346, 1, 2
1521038314.01, 348, 1, 2
1521038314.03, 347, 1, 2
1521038314.04, 346, 1, 2
1521038314.05, 347, 1, 2
1521038314.06, 346, 1, 2
1521038314.07, 346, 1, 2
1521038314.09, 345, 1, 2
1521038314.1, 345, 1, 2
1521038314.11, 344, 2, 1
1521038314.12, 311, 2, 1
1521038314.14, 313, 2, 1
1521038314.15, 309, 2, 1
1521038314.16, 304, 2, 1
1521038314.17, 296, 2, 1
1521038314.19, 282, 2, 1
1521038314.2, 262, 2, 1
1521038314.21, 240, 2, 1
1521038314.23, 219, 2, 1
1521038314.24, 202, 2, 1
1521038314.25, 185, 2, 1
1521038314.26, 177, 2, 1
1521038314.28, 162, 2, 1
1521038314.29, 159, 2, 1
1521038314.3, 152, 2, 1
1521038314.31, 148, 2, 1
1521038314.32, 143, 2, 1
1521038314.34, 137, 2, 1
1521038314.35, 135, 2, 1
1521038314.36, 130, 2, 1
1521038314.37, 125, 2, 1
1521038314.38, 121, 2, 1
1521038314.4, 116, 2, 1
1521038314.41, 113, 2, 1
1521038314.42, 109, 2, 1
1521038314.44, 104, 2, 1
1521038314.45, 101, 2, 1
1521038314.46, 99, 2, 1
1521038314.47, 95, 2, 1
1521038314.48, 94, 2, 1
1521038314.5, 90, 2, 1
1521038314.51, 90, 2, 1
1521038314.52, 88, 2, 1
1521038314.53, 86, 2, 1
1521038314.54, 85, 2, 1
1521038314.55, 86, 2, 1
1521038314.57, 82, 2, 1
1521038314.57, 79, 2, 1
1521038314.59, 79, 2, 1
1521038314.6, 77, 2, 1
1521038314.61, 78, 2, 1
1521038314.62, 74, 2, 1
1521038314.63, 72, 2, 1
1521038314.64, 70, 2, 1
1521038314.66, 68, 2, 1
1521038314.67, 72, 2, 1
1521038314.68, 69, 2, 1
1521038314.69, 69, 2, 1
1521038314.7, 68, 2, 1
1521038314.71, 66, 2, 1
1521038314.72, 65, 2, 1
1521038314.74, 65, 2, 1
1521038314.75, 64, 2, 1
1521038314.76, 64, 2, 1
1521038314.77, 61, 2, 1
1521038314.78, 63, 2, 1
1521038314.8, 62, 2, 1
1521038314.8, 60, 2, 1
1521038314.82, 60, 2, 1
1521038314.83, 55, 2, 1
1521038314.84, 59, 2, 1
1521038314.85, 58, 2, 1
1521038314.86, 57, 2, 1
1521038314.87, 56, 2, 1
1521038314.88, 55, 2, 1
1521038314.9, 54, 2, 1
1521038314.91, 56, 2, 1
1521038314.92, 70, 1, 2
1521038314.93, 115, 1, 2
1521038314.94, 115, 1, 2
1521038314.95, 116, 1, 2
1521038314.97, 123, 1, 2
1521038314.98, 132, 1, 2
1521038314.99, 143, 1, 2
1521038315.01, 153, 1, 2
1521038315.02, 163, 1, 2
1521038315.03, 173, 1, 2
1521038315.05, 181, 1, 2
1521038315.06, 189, 1, 2
1521038315.07, 197, 1, 2
1521038315.08, 204, 1, 2
1521038315.09, 209, 1, 2
1521038315.11, 217, 1, 2
1521038315.12, 224, 1, 2
1521038315.13, 226, 1, 2
1521038315.14, 236, 1, 2
1521038315.15, 243, 1, 2
